Tiempo en Meses desde el Ultimo Mantenimiento,Horas de Uso Totales,Ciclos de Encendido/Apagado,Condiciones Ambientales - Optimo,Condiciones Ambientales - Aceptable,Condiciones Ambientales - Critico,Tipo de Aplicaciones - Bajo Uso,Tipo de Aplicaciones - Mediano Uso,Tipo de Aplicaciones - Alto Uso,Refrigeracion Adicional,Carga de Trabajo Promedio (%),Proximo Mantenimiento en Meses
2.0,2343.0,619.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,56.0,6.0
3.1974176443566305,5556.754798910983,599.8702856526487,0.0,0.9967093078063585,0.0,1.0146655764267083,0.0,0.0,1.0941387922982857,81.12884819415802,2.1315300576037375
3.0,5509.0,749.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.0,1.0
11.0,5553.0,657.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,78.0,1.0
11.0,3844.0,819.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,3.0
2.0,5469.0,846.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,65.0,5.0
5.0,2903.0,669.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,88.0,1.0
4.0,5492.0,662.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,95.0,1.0
9.0,3237.0,458.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,5.0
3.0,5650.0,507.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,74.0,1.0
8.126679062736125,3227.7158345981297,352.74045395521597,0.9794688291867689,0.0,0.0,0.0,1.0387268459361263,0.0,1.0663200934873205,85.54557605812079,4.521791765355843
7.0,2161.0,488.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,95.0,1.0
9.0,4704.0,382.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,4.0
5.0,4573.0,733.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,58.0,1.0
2.0,4538.0,572.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,4.0
1.909060709469845,3798.878106630752,705.6336619189506,0.0,0.0,1.0547196405126011,0.9596204366472283,0.0,0.0,0.0,49.60237929887365,1.0586339184577687
8.0,3057.0,406.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,4.0
7.0,5929.0,751.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,78.0,1.0
3.0,4415.0,485.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,45.0,1.0
6.0,4524.0,630.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,49.0,1.0
1.0,5602.0,824.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,56.0,1.0
2.0,4533.0,756.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,68.0,1.0
7.0,3066.0,496.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,83.0,1.0
3.0,5637.0,664.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,89.0,1.0
9.0,2928.0,459.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,94.0,1.0
3.0702049785878702,2702.4474526781178,550.1178220735871,0.0,1.0961981266677756,0.0,1.0327164780709817,0.0,0.0,1.0996974575122085,59.269035871311445,3.630263932637063
4.0,4277.0,627.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,20.0,1.0
2.0,4047.0,493.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,86.0,1.0
11.0,3448.0,780.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,80.0,4.0
8.0,2157.0,589.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,25.0,2.0
4.0,2694.0,521.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,53.0,6.0
8.0,3978.0,867.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,75.0,1.0
8.0,4195.0,374.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,59.0,5.0
11.49419985866042,3732.2432502228035,573.646224411868,0.0,0.0,1.0739223686132773,0.9191440047141703,0.0,0.0,0.0,18.745229884503843,0.9659394988405766
5.0,5440.0,396.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,4.0
9.0,5159.0,502.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,49.0,2.0
7.425788710729977,3489.939701946197,914.9372187930496,0.0,0.0,0.9891523822369658,1.0917029190347172,0.0,0.0,0.0,48.649789344146946,1.0119974268552239
9.0,2192.0,732.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,56.0,4.0
5.0,5238.0,432.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,83.0,2.0
2.0,3652.0,473.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,73.0,1.0
3.0,2800.0,795.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,84.0,1.0
10.0,4939.0,822.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,3.0
9.0,2444.0,569.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,5.0
7.0,5311.0,632.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,77.0,1.0
2.0,5397.0,418.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,6.0
6.0,5620.0,883.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,2.0
6.0,4833.0,527.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,43.0,1.0
7.0,5939.0,892.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,3.0
7.0,3791.0,808.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,80.0,1.0
11.0,3263.0,493.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,87.0,1.0
9.0,3304.0,519.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,70.0,1.0
9.0,5671.0,710.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,3.0
7.0,5818.0,674.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,3.0
3.0,4044.0,852.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,3.0
10.0,5396.0,699.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,73.0,1.0
2.0,2122.0,890.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,45.0,1.0
2.0,3170.0,740.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,56.0,1.0
7.0,4143.0,599.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,73.0,3.0
11.0,5341.0,694.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,4.0
1.0,3834.0,711.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,42.0,1.0
11.0,5122.0,826.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,79.0,1.0
3.0,3196.0,448.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,40.0,7.0
4.0,5106.0,609.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,87.0,1.0
1.0,5524.0,824.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,57.0,1.0
3.0,4185.0,427.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,35.0,1.0
4.0,2403.0,550.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,72.0,1.0
3.7223179064572878,4077.411662744306,760.5149396934582,1.0132272188108622,0.0,0.0,0.0,1.0100891551488886,0.0,1.0459318829444324,62.59020364209704,4.832983590909308
3.0,5882.0,581.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,73.0,1.0
2.0,2811.0,375.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,33.0,2.0
10.0,2851.0,501.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,51.0,2.0
4.0,2691.0,715.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,87.0,5.0
11.0,4486.0,687.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,64.0,1.0
11.0,4749.0,500.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,82.0,1.0
1.0,4012.0,544.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,6.0
12.0,3253.0,783.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,55.0,1.0
3.0,5156.0,685.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,3.0
10.0,2863.0,576.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,89.0,1.0
4.0,4063.0,369.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,66.0,3.0
7.0,5341.0,674.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,65.0,1.0
4.0,2447.0,858.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,83.0,1.0
5.0,4573.0,486.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,62.0,1.0
10.0,2184.0,483.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,85.0,1.0
12.0,5748.0,896.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,86.0,2.0
7.0,2171.0,634.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,24.0,1.0
5.688218398775386,4936.565513498649,750.224383307719,0.0,0.0,1.0617577296004996,1.0069010762636412,0.0,0.0,1.0751721276760497,42.94263807367293,0.9545698423828287
11.0,2150.0,825.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,33.0,1.0
8.0,5123.0,399.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,62.0,1.0
12.0,4025.0,767.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,42.0,4.0
2.1417430459447266,3886.9047302545027,737.5046681344863,0.0,0.0,0.9927679321954753,0.0,0.9169705511520532,0.0,0.9126238689692473,59.10885327804574,0.9275264627833915
5.0,3373.0,606.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,75.0,5.0
11.0,3138.0,645.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.0,1.0
12.0,5204.0,846.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,46.0,1.0
8.0,3853.0,548.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,30.0,3.0
3.0,2752.0,813.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,2.0
1.0,4665.0,487.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,62.0,1.0
7.0,3806.0,764.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,58.0,1.0
1.0,5188.0,698.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,80.0,1.0
2.0,3176.0,864.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,57.0,1.0
11.0,4633.0,649.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,93.0,2.0
2.0,4791.0,725.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,72.0,1.0
9.0,2892.0,455.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22.0,1.0
6.0,4640.0,586.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,93.0,4.0
1.0,5873.0,683.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,51.0,5.0
11.0,2515.0,892.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,50.0,1.0
4.856545098862688,2693.445736697738,737.8705027229717,0.0,0.9973042340973829,0.0,1.088209250000552,0.0,0.0,0.0,60.988396153978435,1.8051371057801804
6.0,3057.0,623.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,46.0,3.0
8.0,2566.0,360.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,51.0,1.0
5.0,5262.0,644.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,3.0
10.0,3236.0,504.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,40.0,1.0
2.140238435745941,4021.9717513219102,541.3237562067424,1.0709651183864697,0.0,0.0,0.9171130459458897,0.0,0.0,0.0,65.3397412045522,4.619203381967601
6.0,4095.0,428.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,80.0,4.0
7.0,2924.0,491.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,95.0,1.0
1.0,4739.0,470.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0,3.0
11.0,4457.0,854.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,20.0,1.0
11.0,3032.0,481.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,84.0,2.0
9.0,4545.0,822.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,83.0,1.0
12.0,2739.0,867.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,22.0,1.0
4.0,3458.0,663.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,87.0,1.0
11.0,2570.0,666.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,4.0
8.0,2708.0,525.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,51.0,1.0
11.0,3591.0,486.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,83.0,1.0
6.0,5709.0,670.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,3.0
3.0,4905.0,659.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,57.0,1.0
5.0,2774.0,611.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,60.0,1.0
6.0,3832.0,864.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,77.0,5.0
11.0,3245.0,569.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,39.0,2.0
4.0,2169.0,649.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,5.0
1.0,2574.0,841.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,35.0,1.0
9.0,3051.0,780.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,32.0,5.0
4.0,2889.0,839.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,51.0,2.0
3.0,4780.0,810.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,87.0,4.0
3.0,3977.0,464.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,46.0,2.0
3.0,5588.0,877.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,85.0,1.0
